time,device,source,rssi,tag
2022-10-27 22:21:01.653418+00:00,david watch,basement_pi,-85,basement-david-20221027
2022-10-27 22:21:01.760467+00:00,aysylu watch,basement_pi,-92,basement-david-20221027
2022-10-27 22:21:01.793623+00:00,david phone,basement_pi,-89,basement-david-20221027
2022-10-27 22:21:01.836030+00:00,aysylu phone,basement_pi,-98,basement-david-20221027
2022-10-27 22:21:02.093662+00:00,david phone,bedroom_blinds,-79,basement-david-20221027
2022-10-27 22:21:02.101580+00:00,aysylu watch,basement_beacon,-81,basement-david-20221027
2022-10-27 22:21:02.398373+00:00,david phone,basement_beacon,-73,basement-david-20221027
2022-10-27 22:21:02.406004+00:00,david phone,living_room_blinds,-66,basement-david-20221027
2022-10-27 22:21:02.412368+00:00,aysylu phone,bedroom_blinds,-91,basement-david-20221027
2022-10-27 22:21:03.978790+00:00,aysylu watch,basement_beacon,-77,basement-david-20221027
2022-10-27 22:21:04.280558+00:00,david phone,living_room_blinds,-82,basement-david-20221027
2022-10-27 22:21:04.344796+00:00,david phone,basement_beacon,-64,basement-david-20221027
2022-10-27 22:21:04.652631+00:00,aysylu phone,basement_beacon,-80,basement-david-20221027
2022-10-27 22:21:05.265131+00:00,david watch,basement_beacon,-65,basement-david-20221027
2022-10-27 22:21:05.267776+00:00,david watch,living_room_blinds,-83,basement-david-20221027
2022-10-27 22:21:07.205304+00:00,david watch,bedroom_blinds,-80,basement-david-20221027
2022-10-27 22:21:07.210228+00:00,david watch,living_room_blinds,-80,basement-david-20221027
2022-10-27 22:21:09.103030+00:00,david watch,bedroom_blinds,-81,basement-david-20221027
2022-10-27 22:21:10.080038+00:00,david phone,living_room_blinds,-68,basement-david-20221027
2022-10-27 22:21:11.019791+00:00,david watch,bedroom_blinds,-82,basement-david-20221027
2022-10-27 22:21:11.711624+00:00,aysylu watch,bedroom_blinds,-89,basement-david-20221027
2022-10-27 22:21:11.947127+00:00,aysylu watch,basement_beacon,-79,basement-david-20221027
2022-10-27 22:21:12.023436+00:00,david phone,living_room_blinds,-82,basement-david-20221027
2022-10-27 22:21:12.645066+00:00,aysylu phone,basement_beacon,-81,basement-david-20221027
2022-10-27 22:21:12.672545+00:00,david watch,basement_pi,-85,basement-david-20221027
2022-10-27 22:21:12.792527+00:00,david phone,basement_pi,-89,basement-david-20221027
2022-10-27 22:21:12.862627+00:00,aysylu phone,basement_pi,-98,basement-david-20221027
2022-10-27 22:21:13.588989+00:00,aysylu watch,basement_pi,-92,basement-david-20221027
2022-10-27 22:21:13.908642+00:00,david phone,bedroom_blinds,-81,basement-david-20221027
2022-10-27 22:21:14.411008+00:00,aysylu watch,basement_pi,-92,basement-david-20221027
2022-10-27 22:21:14.589000+00:00,aysylu phone,basement_beacon,-78,basement-david-20221027
2022-10-27 22:21:15.195343+00:00,david watch,living_room_blinds,-82,basement-david-20221027
2022-10-27 22:21:15.202623+00:00,david watch,basement_beacon,-66,basement-david-20221027
2022-10-27 22:21:15.816265+00:00,aysylu watch,basement_beacon,-78,basement-david-20221027
2022-10-27 22:21:17.189397+00:00,david watch,living_room_blinds,-73,basement-david-20221027
2022-10-27 22:21:17.192195+00:00,david watch,basement_beacon,-65,basement-david-20221027
2022-10-27 22:21:17.455245+00:00,aysylu watch,bedroom_blinds,-89,basement-david-20221027
2022-10-27 22:21:17.764448+00:00,david phone,bedroom_blinds,-82,basement-david-20221027
2022-10-27 22:21:18.383235+00:00,aysylu phone,basement_beacon,-82,basement-david-20221027
2022-10-27 22:21:19.017160+00:00,david watch,bedroom_blinds,-82,basement-david-20221027
2022-10-27 22:21:20.015573+00:00,david phone,living_room_blinds,-68,basement-david-20221027
2022-10-27 22:21:20.959848+00:00,david watch,bedroom_blinds,-87,basement-david-20221027
2022-10-27 22:21:21.237255+00:00,david watch,living_room_blinds,-81,basement-david-20221027
2022-10-27 22:21:21.241909+00:00,david watch,basement_beacon,-67,basement-david-20221027
2022-10-27 22:21:22.055362+00:00,david watch,living_room_blinds,-73,basement-david-20221027
2022-10-27 22:21:22.279359+00:00,aysylu phone,basement_beacon,-81,basement-david-20221027
2022-10-27 22:21:23.701468+00:00,david watch,basement_pi,-85,basement-david-20221027
2022-10-27 22:21:23.833582+00:00,david phone,basement_pi,-89,basement-david-20221027
2022-10-27 22:21:23.847358+00:00,aysylu phone,basement_pi,-98,basement-david-20221027
2022-10-27 22:21:23.900696+00:00,david phone,bedroom_blinds,-83,basement-david-20221027
2022-10-27 22:21:24.000255+00:00,david watch,living_room_blinds,-83,basement-david-20221027
2022-10-27 22:21:24.941551+00:00,david phone,living_room_blinds,-82,basement-david-20221027
2022-10-27 22:21:25.150609+00:00,aysylu watch,basement_pi,-92,basement-david-20221027
2022-10-27 22:21:25.743180+00:00,aysylu watch,basement_beacon,-81,basement-david-20221027
2022-10-27 22:21:26.055852+00:00,david phone,basement_beacon,-73,basement-david-20221027
2022-10-27 22:21:26.873641+00:00,david phone,living_room_blinds,-83,basement-david-20221027
2022-10-27 22:21:27.074525+00:00,david watch,bedroom_blinds,-81,basement-david-20221027
2022-10-27 22:21:27.382109+00:00,aysylu watch,bedroom_blinds,-91,basement-david-20221027
2022-10-27 22:21:27.682242+00:00,david phone,bedroom_blinds,-89,basement-david-20221027
2022-10-27 22:21:29.248833+00:00,david watch,basement_beacon,-66,basement-david-20221027
2022-10-27 22:21:29.628021+00:00,aysylu watch,basement_beacon,-81,basement-david-20221027
2022-10-27 22:21:31.176233+00:00,david watch,bedroom_blinds,-82,basement-david-20221027
2022-10-27 22:21:31.816473+00:00,david phone,basement_beacon,-65,basement-david-20221027
2022-10-27 22:21:33.123943+00:00,david watch,bedroom_blinds,-83,basement-david-20221027
2022-10-27 22:21:33.422648+00:00,david watch,basement_beacon,-67,basement-david-20221027
2022-10-27 22:21:33.735935+00:00,david phone,bedroom_blinds,-80,basement-david-20221027
2022-10-27 22:21:33.742714+00:00,aysylu phone,basement_beacon,-81,basement-david-20221027
2022-10-27 22:21:34.245649+00:00,david watch,living_room_blinds,-73,basement-david-20221027
2022-10-27 22:21:34.561252+00:00,david phone,living_room_blinds,-66,basement-david-20221027
2022-10-27 22:21:34.763581+00:00,david watch,basement_pi,-85,basement-david-20221027
