time,device,source,rssi,tag
2022-10-27 20:34:40.173434+00:00,david phone,basement_beacon,-76,main-floor-david-20221027
2022-10-27 20:34:40.195976+00:00,david phone,bedroom_blinds,-79,main-floor-david-20221027
2022-10-27 20:34:40.358663+00:00,aysylu phone,living_room_blinds,-89,main-floor-david-20221027
2022-10-27 20:34:41.489787+00:00,aysylu phone,basement_beacon,-84,main-floor-david-20221027
2022-10-27 20:34:41.496809+00:00,aysylu phone,bedroom_blinds,-91,main-floor-david-20221027
2022-10-27 20:34:41.664595+00:00,david phone,basement_pi,-77,main-floor-david-20221027
2022-10-27 20:34:41.764600+00:00,david watch,basement_pi,-82,main-floor-david-20221027
2022-10-27 20:34:41.794311+00:00,david watch,basement_beacon,-82,main-floor-david-20221027
2022-10-27 20:34:41.845686+00:00,aysylu watch,basement_pi,-87,main-floor-david-20221027
2022-10-27 20:34:42.105753+00:00,aysylu phone,basement_pi,-93,main-floor-david-20221027
2022-10-27 20:34:42.626400+00:00,david watch,living_room_blinds,-72,main-floor-david-20221027
2022-10-27 20:34:43.441616+00:00,aysylu phone,basement_beacon,-80,main-floor-david-20221027
2022-10-27 20:34:43.443150+00:00,aysylu phone,bedroom_blinds,-83,main-floor-david-20221027
2022-10-27 20:34:43.649683+00:00,aysylu phone,basement_pi,-93,main-floor-david-20221027
2022-10-27 20:34:43.742089+00:00,david phone,bedroom_blinds,-76,main-floor-david-20221027
2022-10-27 20:34:44.352492+00:00,aysylu watch,bedroom_blinds,-82,main-floor-david-20221027
2022-10-27 20:34:44.557363+00:00,david watch,living_room_blinds,-93,main-floor-david-20221027
2022-10-27 20:34:45.175748+00:00,aysylu watch,living_room_blinds,-92,main-floor-david-20221027
2022-10-27 20:34:45.372275+00:00,aysylu phone,bedroom_blinds,-92,main-floor-david-20221027
2022-10-27 20:34:46.001144+00:00,david phone,basement_beacon,-70,main-floor-david-20221027
2022-10-27 20:34:46.306524+00:00,aysylu watch,bedroom_blinds,-79,main-floor-david-20221027
2022-10-27 20:34:47.121420+00:00,david phone,living_room_blinds,-61,main-floor-david-20221027
2022-10-27 20:34:48.175881+00:00,david phone,basement_beacon,-82,main-floor-david-20221027
2022-10-27 20:34:48.178312+00:00,david phone,bedroom_blinds,-71,main-floor-david-20221027
2022-10-27 20:34:48.356274+00:00,aysylu phone,living_room_blinds,-90,main-floor-david-20221027
2022-10-27 20:34:50.595148+00:00,david phone,living_room_blinds,-65,main-floor-david-20221027
2022-10-27 20:34:50.612552+00:00,david watch,living_room_blinds,-72,main-floor-david-20221027
2022-10-27 20:34:51.725225+00:00,david watch,bedroom_blinds,-74,main-floor-david-20221027
2022-10-27 20:34:51.733409+00:00,david watch,basement_beacon,-81,main-floor-david-20221027
2022-10-27 20:34:52.355621+00:00,aysylu watch,bedroom_blinds,-80,main-floor-david-20221027
2022-10-27 20:34:52.654358+00:00,david phone,basement_pi,-77,main-floor-david-20221027
2022-10-27 20:34:52.787832+00:00,aysylu phone,basement_pi,-93,main-floor-david-20221027
2022-10-27 20:34:52.817454+00:00,david watch,basement_pi,-82,main-floor-david-20221027
2022-10-27 20:34:52.889625+00:00,aysylu watch,basement_pi,-87,main-floor-david-20221027
2022-10-27 20:34:53.063203+00:00,david watch,basement_pi,-82,main-floor-david-20221027
2022-10-27 20:34:53.309997+00:00,aysylu phone,basement_pi,-93,main-floor-david-20221027
2022-10-27 20:34:53.366250+00:00,aysylu phone,bedroom_blinds,-86,main-floor-david-20221027
2022-10-27 20:34:54.293876+00:00,aysylu watch,bedroom_blinds,-81,main-floor-david-20221027
2022-10-27 20:34:54.436161+00:00,aysylu phone,living_room_blinds,-92,main-floor-david-20221027
2022-10-27 20:34:54.926237+00:00,david phone,bedroom_blinds,-80,main-floor-david-20221027
2022-10-27 20:34:56.028768+00:00,david phone,living_room_blinds,-65,main-floor-david-20221027
2022-10-27 20:34:57.168750+00:00,david phone,basement_beacon,-64,main-floor-david-20221027
2022-10-27 20:34:57.185570+00:00,david phone,bedroom_blinds,-79,main-floor-david-20221027
2022-10-27 20:34:57.367199+00:00,david phone,living_room_blinds,-64,main-floor-david-20221027
2022-10-27 20:34:57.464953+00:00,aysylu phone,bedroom_blinds,-89,main-floor-david-20221027
2022-10-27 20:34:57.476080+00:00,aysylu phone,basement_beacon,-75,main-floor-david-20221027
2022-10-27 20:34:58.283750+00:00,david phone,living_room_blinds,-60,main-floor-david-20221027
2022-10-27 20:34:58.599868+00:00,david watch,living_room_blinds,-88,main-floor-david-20221027
2022-10-27 20:34:59.720288+00:00,david watch,basement_beacon,-81,main-floor-david-20221027
2022-10-27 20:34:59.726943+00:00,david watch,bedroom_blinds,-74,main-floor-david-20221027
2022-10-27 20:35:00.328818+00:00,david phone,bedroom_blinds,-83,main-floor-david-20221027
2022-10-27 20:35:00.333655+00:00,david phone,basement_beacon,-83,main-floor-david-20221027
2022-10-27 20:35:01.663229+00:00,david phone,bedroom_blinds,-77,main-floor-david-20221027
2022-10-27 20:35:01.663863+00:00,david phone,basement_beacon,-71,main-floor-david-20221027
2022-10-27 20:35:01.666783+00:00,david watch,bedroom_blinds,-78,main-floor-david-20221027
2022-10-27 20:35:02.272386+00:00,aysylu watch,bedroom_blinds,-80,main-floor-david-20221027
2022-10-27 20:35:03.675433+00:00,aysylu watch,basement_pi,-87,main-floor-david-20221027
2022-10-27 20:35:03.676978+00:00,david phone,basement_pi,-77,main-floor-david-20221027
2022-10-27 20:35:03.778579+00:00,aysylu phone,basement_pi,-93,main-floor-david-20221027
2022-10-27 20:35:03.841341+00:00,david watch,basement_beacon,-78,main-floor-david-20221027
2022-10-27 20:35:03.910524+00:00,aysylu watch,basement_pi,-87,main-floor-david-20221027
2022-10-27 20:35:04.388186+00:00,david watch,basement_pi,-82,main-floor-david-20221027
2022-10-27 20:35:04.978535+00:00,david phone,living_room_blinds,-68,main-floor-david-20221027
2022-10-27 20:35:05.443375+00:00,aysylu phone,basement_beacon,-89,main-floor-david-20221027
2022-10-27 20:35:06.282064+00:00,aysylu phone,living_room_blinds,-93,main-floor-david-20221027
2022-10-27 20:35:06.606764+00:00,david watch,living_room_blinds,-74,main-floor-david-20221027
2022-10-27 20:35:07.706502+00:00,david watch,bedroom_blinds,-71,main-floor-david-20221027
2022-10-27 20:35:07.734344+00:00,david watch,basement_beacon,-83,main-floor-david-20221027
2022-10-27 20:35:08.555040+00:00,david phone,living_room_blinds,-65,main-floor-david-20221027
2022-10-27 20:35:09.952994+00:00,david watch,basement_beacon,-82,main-floor-david-20221027
2022-10-27 20:35:10.570345+00:00,david phone,bedroom_blinds,-78,main-floor-david-20221027
2022-10-27 20:35:10.573277+00:00,david phone,basement_beacon,-84,main-floor-david-20221027
2022-10-27 20:35:10.788045+00:00,david phone,living_room_blinds,-62,main-floor-david-20221027
2022-10-27 20:35:11.723002+00:00,david phone,living_room_blinds,-61,main-floor-david-20221027
2022-10-27 20:35:11.907417+00:00,david watch,bedroom_blinds,-75,main-floor-david-20221027
2022-10-27 20:35:12.206013+00:00,aysylu watch,bedroom_blinds,-85,main-floor-david-20221027
2022-10-27 20:35:13.774493+00:00,david watch,bedroom_blinds,-71,main-floor-david-20221027
