time,device,source,rssi,tag
2022-10-27 20:44:40.845506+00:00,david watch,basement_beacon,-75,main-floor-david-20221027
2022-10-27 20:44:42.783935+00:00,aysylu phone,bedroom_blinds,-84,main-floor-david-20221027
2022-10-27 20:44:42.790566+00:00,david watch,basement_beacon,-80,main-floor-david-20221027
2022-10-27 20:44:42.807595+00:00,aysylu watch,basement_beacon,-84,main-floor-david-20221027
2022-10-27 20:44:42.808875+00:00,david phone,basement_beacon,-80,main-floor-david-20221027
2022-10-27 20:44:44.747853+00:00,david watch,bedroom_blinds,-92,main-floor-david-20221027
2022-10-27 20:44:46.061200+00:00,aysylu phone,living_room_blinds,-92,main-floor-david-20221027
2022-10-27 20:44:46.401972+00:00,david phone,living_room_blinds,-90,main-floor-david-20221027
2022-10-27 20:44:46.691527+00:00,aysylu phone,basement_pi,-93,main-floor-david-20221027
2022-10-27 20:44:46.694828+00:00,david watch,basement_pi,-82,main-floor-david-20221027
2022-10-27 20:44:46.954619+00:00,david watch,basement_pi,-82,main-floor-david-20221027
2022-10-27 20:44:46.956946+00:00,david phone,basement_pi,-83,main-floor-david-20221027
2022-10-27 20:44:46.967407+00:00,aysylu watch,basement_pi,-87,main-floor-david-20221027
2022-10-27 20:44:48.286954+00:00,aysylu watch,basement_pi,-87,main-floor-david-20221027
2022-10-27 20:44:48.319819+00:00,david phone,living_room_blinds,-88,main-floor-david-20221027
2022-10-27 20:44:48.855978+00:00,david watch,basement_beacon,-73,main-floor-david-20221027
2022-10-27 20:44:48.929067+00:00,david phone,bedroom_blinds,-82,main-floor-david-20221027
2022-10-27 20:44:49.953742+00:00,aysylu phone,living_room_blinds,-92,main-floor-david-20221027
2022-10-27 20:44:50.779274+00:00,david watch,basement_beacon,-74,main-floor-david-20221027
2022-10-27 20:44:52.726841+00:00,david watch,bedroom_blinds,-82,main-floor-david-20221027
2022-10-27 20:44:53.333671+00:00,david phone,basement_beacon,-72,main-floor-david-20221027
2022-10-27 20:44:54.773557+00:00,david phone,living_room_blinds,-78,main-floor-david-20221027
2022-10-27 20:44:55.284095+00:00,david phone,bedroom_blinds,-90,main-floor-david-20221027
2022-10-27 20:44:55.285142+00:00,david phone,basement_beacon,-70,main-floor-david-20221027
2022-10-27 20:44:56.000973+00:00,aysylu phone,living_room_blinds,-93,main-floor-david-20221027
2022-10-27 20:44:57.616999+00:00,aysylu phone,basement_pi,-93,main-floor-david-20221027
2022-10-27 20:44:57.653148+00:00,david watch,basement_pi,-82,main-floor-david-20221027
2022-10-27 20:44:57.732547+00:00,david phone,basement_pi,-83,main-floor-david-20221027
2022-10-27 20:44:58.260837+00:00,david watch,living_room_blinds,-79,main-floor-david-20221027
2022-10-27 20:44:58.488715+00:00,aysylu watch,basement_pi,-87,main-floor-david-20221027
2022-10-27 20:44:58.493415+00:00,aysylu phone,basement_beacon,-73,main-floor-david-20221027
2022-10-27 20:44:58.495585+00:00,aysylu phone,bedroom_blinds,-88,main-floor-david-20221027
2022-10-27 20:44:58.783364+00:00,david watch,bedroom_blinds,-87,main-floor-david-20221027
2022-10-27 20:44:58.785376+00:00,david watch,basement_beacon,-77,main-floor-david-20221027
2022-10-27 20:44:58.865333+00:00,david phone,living_room_blinds,-78,main-floor-david-20221027
2022-10-27 20:45:00.395780+00:00,david phone,bedroom_blinds,-81,main-floor-david-20221027
2022-10-27 20:45:00.702664+00:00,david watch,bedroom_blinds,-88,main-floor-david-20221027
2022-10-27 20:45:00.715384+00:00,aysylu watch,basement_beacon,-80,main-floor-david-20221027
2022-10-27 20:45:00.725917+00:00,aysylu watch,bedroom_blinds,-84,main-floor-david-20221027
2022-10-27 20:45:02.343264+00:00,david phone,basement_beacon,-68,main-floor-david-20221027
2022-10-27 20:45:03.884216+00:00,aysylu phone,bedroom_blinds,-90,main-floor-david-20221027
2022-10-27 20:45:03.925536+00:00,aysylu phone,basement_beacon,-76,main-floor-david-20221027
2022-10-27 20:45:04.293297+00:00,david watch,living_room_blinds,-85,main-floor-david-20221027
2022-10-27 20:45:04.425993+00:00,aysylu phone,basement_pi,-93,main-floor-david-20221027
2022-10-27 20:45:05.104261+00:00,david watch,basement_pi,-82,main-floor-david-20221027
2022-10-27 20:45:05.236004+00:00,david phone,basement_pi,-83,main-floor-david-20221027
