time,device,source,rssi,tag
2022-10-27 21:35:33.819598+00:00,david watch,bedroom_blinds,-77,upstairs-both-20221027
2022-10-27 21:35:33.911239+00:00,david watch,basement_pi,-95,upstairs-both-20221027
2022-10-27 21:35:34.654965+00:00,aysylu watch,living_room_blinds,-86,upstairs-both-20221027
2022-10-27 21:35:34.888443+00:00,david watch,basement_pi,-95,upstairs-both-20221027
2022-10-27 21:35:35.091330+00:00,aysylu watch,basement_pi,-85,upstairs-both-20221027
2022-10-27 21:35:35.181392+00:00,david phone,basement_pi,-87,upstairs-both-20221027
2022-10-27 21:35:35.455220+00:00,aysylu watch,basement_pi,-85,upstairs-both-20221027
2022-10-27 21:35:36.076231+00:00,aysylu watch,bedroom_blinds,-85,upstairs-both-20221027
2022-10-27 21:35:36.194051+00:00,david phone,basement_pi,-87,upstairs-both-20221027
2022-10-27 21:35:37.323115+00:00,david phone,bedroom_blinds,-79,upstairs-both-20221027
2022-10-27 21:35:37.946314+00:00,aysylu watch,bedroom_blinds,-82,upstairs-both-20221027
2022-10-27 21:35:38.849594+00:00,aysylu watch,living_room_blinds,-89,upstairs-both-20221027
2022-10-27 21:35:38.945021+00:00,aysylu phone,bedroom_blinds,-79,upstairs-both-20221027
2022-10-27 21:35:39.248573+00:00,david phone,bedroom_blinds,-95,upstairs-both-20221027
2022-10-27 21:35:39.965619+00:00,aysylu watch,bedroom_blinds,-75,upstairs-both-20221027
2022-10-27 21:35:40.174442+00:00,aysylu watch,basement_beacon,-82,upstairs-both-20221027
2022-10-27 21:35:40.834907+00:00,aysylu phone,bedroom_blinds,-86,upstairs-both-20221027
2022-10-27 21:35:41.103878+00:00,aysylu phone,basement_beacon,-83,upstairs-both-20221027
2022-10-27 21:35:41.806588+00:00,david watch,bedroom_blinds,-74,upstairs-both-20221027
2022-10-27 21:35:42.749843+00:00,aysylu phone,bedroom_blinds,-79,upstairs-both-20221027
2022-10-27 21:35:43.701086+00:00,david watch,bedroom_blinds,-80,upstairs-both-20221027
2022-10-27 21:35:44.062307+00:00,aysylu watch,bedroom_blinds,-74,upstairs-both-20221027
2022-10-27 21:35:44.684692+00:00,aysylu phone,basement_pi,-82,upstairs-both-20221027
2022-10-27 21:35:44.701094+00:00,david phone,basement_pi,-87,upstairs-both-20221027
2022-10-27 21:35:44.843074+00:00,aysylu watch,basement_pi,-85,upstairs-both-20221027
2022-10-27 21:35:45.063701+00:00,david watch,basement_pi,-95,upstairs-both-20221027
2022-10-27 21:35:45.806989+00:00,david phone,living_room_blinds,-89,upstairs-both-20221027
2022-10-27 21:35:45.953558+00:00,aysylu watch,bedroom_blinds,-84,upstairs-both-20221027
2022-10-27 21:35:46.622336+00:00,aysylu phone,bedroom_blinds,-77,upstairs-both-20221027
2022-10-27 21:35:46.894186+00:00,aysylu phone,basement_beacon,-73,upstairs-both-20221027
2022-10-27 21:35:47.053366+00:00,david phone,bedroom_blinds,-85,upstairs-both-20221027
2022-10-27 21:35:47.446045+00:00,aysylu phone,living_room_blinds,-88,upstairs-both-20221027
2022-10-27 21:35:47.561471+00:00,david watch,bedroom_blinds,-74,upstairs-both-20221027
2022-10-27 21:35:47.756013+00:00,david phone,living_room_blinds,-92,upstairs-both-20221027
