time,device,source,rssi,tag
2022-10-27 21:40:09.177935+00:00,david phone,bedroom_blinds,-88,upstairs-both-20221027
2022-10-27 21:40:09.179825+00:00,aysylu phone,bedroom_blinds,-70,upstairs-both-20221027
2022-10-27 21:40:09.492751+00:00,aysylu watch,basement_beacon,-77,upstairs-both-20221027
2022-10-27 21:40:11.437962+00:00,aysylu watch,bedroom_blinds,-94,upstairs-both-20221027
2022-10-27 21:40:11.737656+00:00,david watch,bedroom_blinds,-79,upstairs-both-20221027
2022-10-27 21:40:12.997755+00:00,david phone,bedroom_blinds,-79,upstairs-both-20221027
2022-10-27 21:40:13.376563+00:00,aysylu watch,bedroom_blinds,-77,upstairs-both-20221027
2022-10-27 21:40:13.600089+00:00,aysylu watch,basement_beacon,-82,upstairs-both-20221027
2022-10-27 21:40:13.898495+00:00,aysylu phone,living_room_blinds,-73,upstairs-both-20221027
2022-10-27 21:40:14.001345+00:00,david watch,basement_beacon,-75,upstairs-both-20221027
2022-10-27 21:40:14.940577+00:00,david phone,bedroom_blinds,-82,upstairs-both-20221027
2022-10-27 21:40:16.141595+00:00,aysylu phone,living_room_blinds,-85,upstairs-both-20221027
2022-10-27 21:40:17.482666+00:00,aysylu watch,basement_beacon,-79,upstairs-both-20221027
2022-10-27 21:40:17.784824+00:00,david watch,bedroom_blinds,-75,upstairs-both-20221027
2022-10-27 21:40:19.114250+00:00,david phone,bedroom_blinds,-80,upstairs-both-20221027
2022-10-27 21:40:19.117568+00:00,david phone,basement_beacon,-84,upstairs-both-20221027
2022-10-27 21:40:19.727126+00:00,david watch,bedroom_blinds,-76,upstairs-both-20221027
2022-10-27 21:40:19.740879+00:00,david watch,basement_pi,-87,upstairs-both-20221027
2022-10-27 21:40:19.919570+00:00,aysylu phone,basement_pi,-77,upstairs-both-20221027
2022-10-27 21:40:21.033041+00:00,aysylu watch,basement_pi,-86,upstairs-both-20221027
2022-10-27 21:40:21.251940+00:00,david phone,basement_pi,-87,upstairs-both-20221027
2022-10-27 21:40:21.364150+00:00,aysylu phone,bedroom_blinds,-76,upstairs-both-20221027
2022-10-27 21:40:21.580045+00:00,david phone,living_room_blinds,-90,upstairs-both-20221027
2022-10-27 21:40:23.535108+00:00,aysylu phone,basement_beacon,-68,upstairs-both-20221027
2022-10-27 21:40:23.858981+00:00,david watch,basement_beacon,-75,upstairs-both-20221027
2022-10-27 21:40:24.435393+00:00,david watch,living_room_blinds,-95,upstairs-both-20221027
2022-10-27 21:40:24.853784+00:00,david phone,bedroom_blinds,-84,upstairs-both-20221027
2022-10-27 21:40:25.462997+00:00,aysylu watch,basement_beacon,-82,upstairs-both-20221027
2022-10-27 21:40:26.005055+00:00,aysylu watch,living_room_blinds,-89,upstairs-both-20221027
