time,device,source,rssi,tag
2022-10-27 21:39:24.044386+00:00,david phone,bedroom_blinds,-80,upstairs-both-20221027
2022-10-27 21:39:24.349579+00:00,david watch,basement_beacon,-79,upstairs-both-20221027
2022-10-27 21:39:24.370399+00:00,aysylu phone,bedroom_blinds,-81,upstairs-both-20221027
2022-10-27 21:39:24.602652+00:00,aysylu phone,basement_pi,-82,upstairs-both-20221027
2022-10-27 21:39:24.733173+00:00,aysylu phone,bedroom_blinds,-77,upstairs-both-20221027
2022-10-27 21:39:24.815169+00:00,aysylu watch,basement_pi,-86,upstairs-both-20221027
2022-10-27 21:39:24.872090+00:00,david watch,basement_pi,-87,upstairs-both-20221027
2022-10-27 21:39:25.192624+00:00,aysylu phone,living_room_blinds,-81,upstairs-both-20221027
2022-10-27 21:39:25.576107+00:00,aysylu phone,living_room_blinds,-72,upstairs-both-20221027
2022-10-27 21:39:25.660783+00:00,aysylu watch,bedroom_blinds,-87,upstairs-both-20221027
2022-10-27 21:39:25.948619+00:00,david phone,basement_pi,-87,upstairs-both-20221027
2022-10-27 21:39:25.974736+00:00,david phone,bedroom_blinds,-85,upstairs-both-20221027
2022-10-27 21:39:27.912797+00:00,aysylu watch,basement_beacon,-77,upstairs-both-20221027
2022-10-27 21:39:28.223584+00:00,david phone,basement_beacon,-84,upstairs-both-20221027
2022-10-27 21:39:28.729074+00:00,david phone,living_room_blinds,-90,upstairs-both-20221027
2022-10-27 21:39:28.835225+00:00,aysylu phone,basement_beacon,-70,upstairs-both-20221027
2022-10-27 21:39:28.837996+00:00,david watch,living_room_blinds,-87,upstairs-both-20221027
2022-10-27 21:39:29.856123+00:00,aysylu watch,bedroom_blinds,-77,upstairs-both-20221027
2022-10-27 21:39:30.099979+00:00,david watch,bedroom_blinds,-77,upstairs-both-20221027
2022-10-27 21:39:31.310788+00:00,aysylu phone,living_room_blinds,-80,upstairs-both-20221027
2022-10-27 21:39:32.016031+00:00,aysylu watch,basement_beacon,-75,upstairs-both-20221027
2022-10-27 21:39:32.727948+00:00,aysylu phone,bedroom_blinds,-77,upstairs-both-20221027
2022-10-27 21:39:33.689105+00:00,aysylu watch,bedroom_blinds,-91,upstairs-both-20221027
2022-10-27 21:39:34.598067+00:00,aysylu phone,bedroom_blinds,-76,upstairs-both-20221027
2022-10-27 21:39:35.592288+00:00,david phone,bedroom_blinds,-82,upstairs-both-20221027
2022-10-27 21:39:35.597794+00:00,aysylu watch,bedroom_blinds,-78,upstairs-both-20221027
2022-10-27 21:39:35.637085+00:00,david watch,basement_pi,-87,upstairs-both-20221027
2022-10-27 21:39:35.921674+00:00,aysylu phone,basement_pi,-82,upstairs-both-20221027
2022-10-27 21:39:35.928249+00:00,aysylu watch,basement_pi,-86,upstairs-both-20221027
2022-10-27 21:39:36.103230+00:00,david phone,basement_pi,-87,upstairs-both-20221027
2022-10-27 21:39:36.206668+00:00,david watch,basement_beacon,-86,upstairs-both-20221027
2022-10-27 21:39:36.523648+00:00,aysylu phone,bedroom_blinds,-71,upstairs-both-20221027
2022-10-27 21:39:37.778970+00:00,aysylu watch,basement_beacon,-77,upstairs-both-20221027
2022-10-27 21:39:38.152295+00:00,david watch,bedroom_blinds,-85,upstairs-both-20221027
2022-10-27 21:39:38.779834+00:00,aysylu phone,basement_beacon,-67,upstairs-both-20221027
2022-10-27 21:39:39.710023+00:00,aysylu watch,basement_beacon,-79,upstairs-both-20221027
2022-10-27 21:39:40.658404+00:00,aysylu phone,basement_beacon,-69,upstairs-both-20221027
2022-10-27 21:39:41.628453+00:00,aysylu watch,bedroom_blinds,-79,upstairs-both-20221027
2022-10-27 21:39:41.640959+00:00,aysylu watch,basement_beacon,-80,upstairs-both-20221027
2022-10-27 21:39:42.567307+00:00,aysylu phone,basement_beacon,-67,upstairs-both-20221027
2022-10-27 21:39:43.582103+00:00,david phone,bedroom_blinds,-83,upstairs-both-20221027
