time,device,source,rssi,tag
2022-10-27 20:30:23.233540+00:00,david phone,living_room_blinds,-87,main-floor-david-20221027
2022-10-27 20:30:24.048770+00:00,aysylu phone,bedroom_blinds,-83,main-floor-david-20221027
2022-10-27 20:30:24.356236+00:00,david phone,bedroom_blinds,-81,main-floor-david-20221027
2022-10-27 20:30:25.177076+00:00,david phone,living_room_blinds,-71,main-floor-david-20221027
2022-10-27 20:30:27.068041+00:00,david watch,living_room_blinds,-84,main-floor-david-20221027
2022-10-27 20:30:27.320373+00:00,aysylu phone,basement_pi,-93,main-floor-david-20221027
2022-10-27 20:30:28.173316+00:00,aysylu phone,bedroom_blinds,-80,main-floor-david-20221027
2022-10-27 20:30:28.725227+00:00,david watch,basement_pi,-82,main-floor-david-20221027
2022-10-27 20:30:28.730534+00:00,aysylu phone,basement_pi,-93,main-floor-david-20221027
2022-10-27 20:30:28.780012+00:00,david phone,basement_pi,-77,main-floor-david-20221027
2022-10-27 20:30:28.991105+00:00,david watch,living_room_blinds,-83,main-floor-david-20221027
2022-10-27 20:30:30.083127+00:00,david phone,basement_pi,-77,main-floor-david-20221027
2022-10-27 20:30:30.910994+00:00,david watch,living_room_blinds,-77,main-floor-david-20221027
2022-10-27 20:30:32.014643+00:00,aysylu watch,basement_pi,-90,main-floor-david-20221027
2022-10-27 20:30:32.039182+00:00,david watch,basement_beacon,-77,main-floor-david-20221027
2022-10-27 20:30:32.039748+00:00,david phone,basement_beacon,-69,main-floor-david-20221027
2022-10-27 20:30:32.857164+00:00,aysylu phone,living_room_blinds,-93,main-floor-david-20221027
2022-10-27 20:30:33.927475+00:00,david phone,basement_beacon,-79,main-floor-david-20221027
2022-10-27 20:30:35.873461+00:00,aysylu phone,bedroom_blinds,-79,main-floor-david-20221027
2022-10-27 20:30:38.915954+00:00,aysylu phone,living_room_blinds,-95,main-floor-david-20221027
2022-10-27 20:30:39.717019+00:00,aysylu phone,basement_pi,-93,main-floor-david-20221027
2022-10-27 20:30:39.731895+00:00,david watch,basement_pi,-82,main-floor-david-20221027
2022-10-27 20:30:39.979531+00:00,aysylu phone,basement_pi,-93,main-floor-david-20221027
2022-10-27 20:30:40.038464+00:00,david watch,basement_beacon,-75,main-floor-david-20221027
2022-10-27 20:30:40.231878+00:00,david phone,basement_pi,-77,main-floor-david-20221027
2022-10-27 20:30:41.646352+00:00,aysylu watch,basement_pi,-90,main-floor-david-20221027
2022-10-27 20:30:41.675193+00:00,david phone,basement_beacon,-59,main-floor-david-20221027
2022-10-27 20:30:41.911408+00:00,aysylu phone,bedroom_blinds,-79,main-floor-david-20221027
2022-10-27 20:30:46.905194+00:00,david watch,living_room_blinds,-84,main-floor-david-20221027
2022-10-27 20:30:48.529041+00:00,david phone,living_room_blinds,-89,main-floor-david-20221027
2022-10-27 20:30:49.953863+00:00,david watch,bedroom_blinds,-89,main-floor-david-20221027
2022-10-27 20:30:50.407945+00:00,david phone,living_room_blinds,-76,main-floor-david-20221027
2022-10-27 20:30:50.733669+00:00,aysylu watch,basement_pi,-90,main-floor-david-20221027
2022-10-27 20:30:50.737049+00:00,aysylu phone,basement_pi,-93,main-floor-david-20221027
2022-10-27 20:30:51.215254+00:00,david phone,basement_pi,-77,main-floor-david-20221027
2022-10-27 20:30:51.558115+00:00,aysylu watch,basement_pi,-90,main-floor-david-20221027
2022-10-27 20:30:51.570463+00:00,david watch,basement_pi,-82,main-floor-david-20221027
2022-10-27 20:30:51.841361+00:00,aysylu watch,bedroom_blinds,-81,main-floor-david-20221027
2022-10-27 20:30:51.903962+00:00,aysylu phone,basement_beacon,-77,main-floor-david-20221027
2022-10-27 20:30:51.905748+00:00,david watch,basement_beacon,-79,main-floor-david-20221027
2022-10-27 20:30:53.151845+00:00,david phone,basement_beacon,-66,main-floor-david-20221027
2022-10-27 20:30:54.260092+00:00,david phone,living_room_blinds,-79,main-floor-david-20221027
2022-10-27 20:30:55.698429+00:00,david watch,basement_beacon,-72,main-floor-david-20221027
2022-10-27 20:30:55.704320+00:00,aysylu phone,bedroom_blinds,-80,main-floor-david-20221027
2022-10-27 20:30:56.818221+00:00,david watch,living_room_blinds,-83,main-floor-david-20221027
2022-10-27 20:30:57.637449+00:00,aysylu watch,bedroom_blinds,-93,main-floor-david-20221027
2022-10-27 20:30:58.767461+00:00,david watch,living_room_blinds,-83,main-floor-david-20221027
