time,device,source,rssi,tag
2022-10-27 21:56:50.020516+00:00,david phone,basement_pi,-75,upstairs-both-20221027
2022-10-27 21:56:50.238046+00:00,aysylu phone,basement_pi,-77,upstairs-both-20221027
2022-10-27 21:56:50.329764+00:00,david watch,basement_pi,-87,upstairs-both-20221027
2022-10-27 21:56:50.656818+00:00,david watch,basement_beacon,-76,upstairs-both-20221027
2022-10-27 21:56:51.884794+00:00,aysylu phone,basement_beacon,-74,upstairs-both-20221027
2022-10-27 21:56:52.235345+00:00,david phone,bedroom_blinds,-84,upstairs-both-20221027
2022-10-27 21:56:53.227319+00:00,aysylu watch,basement_beacon,-75,upstairs-both-20221027
2022-10-27 21:56:53.545441+00:00,aysylu phone,bedroom_blinds,-82,upstairs-both-20221027
2022-10-27 21:56:54.495523+00:00,david watch,bedroom_blinds,-93,upstairs-both-20221027
2022-10-27 21:56:54.776944+00:00,david watch,basement_beacon,-80,upstairs-both-20221027
2022-10-27 21:56:55.887110+00:00,david watch,living_room_blinds,-92,upstairs-both-20221027
2022-10-27 21:56:56.089433+00:00,david phone,bedroom_blinds,-80,upstairs-both-20221027
2022-10-27 21:56:56.702164+00:00,david watch,basement_beacon,-76,upstairs-both-20221027
2022-10-27 21:56:57.419915+00:00,aysylu phone,bedroom_blinds,-83,upstairs-both-20221027
2022-10-27 21:56:58.650003+00:00,david watch,bedroom_blinds,-92,upstairs-both-20221027
2022-10-27 21:56:59.407395+00:00,david phone,living_room_blinds,-87,upstairs-both-20221027
2022-10-27 21:57:00.633902+00:00,aysylu watch,basement_pi,-86,upstairs-both-20221027
2022-10-27 21:57:00.872680+00:00,david watch,basement_pi,-87,upstairs-both-20221027
2022-10-27 21:57:00.892002+00:00,aysylu watch,basement_pi,-86,upstairs-both-20221027
2022-10-27 21:57:00.909815+00:00,aysylu watch,bedroom_blinds,-82,upstairs-both-20221027
2022-10-27 21:57:00.927027+00:00,aysylu phone,basement_pi,-77,upstairs-both-20221027
2022-10-27 21:57:01.033528+00:00,david phone,basement_pi,-75,upstairs-both-20221027
2022-10-27 21:57:01.209248+00:00,aysylu watch,basement_beacon,-82,upstairs-both-20221027
2022-10-27 21:57:01.390420+00:00,david watch,basement_pi,-87,upstairs-both-20221027
2022-10-27 21:57:01.955596+00:00,david watch,living_room_blinds,-93,upstairs-both-20221027
2022-10-27 21:57:04.714517+00:00,david watch,bedroom_blinds,-89,upstairs-both-20221027
2022-10-27 21:57:05.345251+00:00,aysylu phone,bedroom_blinds,-80,upstairs-both-20221027
2022-10-27 21:57:05.717560+00:00,david phone,bedroom_blinds,-84,upstairs-both-20221027
2022-10-27 21:57:07.083182+00:00,david phone,living_room_blinds,-82,upstairs-both-20221027
2022-10-27 21:57:07.348141+00:00,aysylu phone,bedroom_blinds,-81,upstairs-both-20221027
2022-10-27 21:57:08.581003+00:00,david watch,bedroom_blinds,-92,upstairs-both-20221027
2022-10-27 21:57:08.832189+00:00,david watch,basement_beacon,-76,upstairs-both-20221027
2022-10-27 21:57:09.845918+00:00,david phone,bedroom_blinds,-81,upstairs-both-20221027
2022-10-27 21:57:10.632213+00:00,aysylu phone,living_room_blinds,-92,upstairs-both-20221027
2022-10-27 21:57:10.827945+00:00,david watch,basement_beacon,-81,upstairs-both-20221027
2022-10-27 21:57:10.833034+00:00,aysylu watch,bedroom_blinds,-82,upstairs-both-20221027
2022-10-27 21:57:11.603555+00:00,aysylu watch,basement_pi,-86,upstairs-both-20221027
2022-10-27 21:57:11.773229+00:00,david phone,basement_pi,-75,upstairs-both-20221027
2022-10-27 21:57:12.077216+00:00,david phone,basement_beacon,-86,upstairs-both-20221027
2022-10-27 21:57:12.125356+00:00,david watch,basement_pi,-87,upstairs-both-20221027
2022-10-27 21:57:12.288489+00:00,aysylu phone,basement_pi,-77,upstairs-both-20221027
2022-10-27 21:57:12.574371+00:00,aysylu phone,living_room_blinds,-91,upstairs-both-20221027
2022-10-27 21:57:12.688892+00:00,david watch,basement_beacon,-81,upstairs-both-20221027
2022-10-27 21:57:12.792554+00:00,aysylu phone,basement_pi,-77,upstairs-both-20221027
2022-10-27 21:57:13.190791+00:00,david phone,living_room_blinds,-82,upstairs-both-20221027
2022-10-27 21:57:13.392825+00:00,aysylu phone,bedroom_blinds,-92,upstairs-both-20221027
2022-10-27 21:57:14.944258+00:00,aysylu watch,basement_beacon,-75,upstairs-both-20221027
2022-10-27 21:57:15.755282+00:00,david watch,living_room_blinds,-92,upstairs-both-20221027
2022-10-27 21:57:15.950724+00:00,david phone,bedroom_blinds,-83,upstairs-both-20221027
