time,device,source,rssi,tag
2022-10-27 22:18:25.951742+00:00,david phone,bedroom_blinds,-79,basement-david-20221027
2022-10-27 22:18:26.553413+00:00,david watch,living_room_blinds,-82,basement-david-20221027
2022-10-27 22:18:26.556493+00:00,david watch,basement_beacon,-64,basement-david-20221027
2022-10-27 22:18:27.723994+00:00,aysylu watch,basement_pi,-92,basement-david-20221027
2022-10-27 22:18:27.827879+00:00,aysylu phone,basement_pi,-98,basement-david-20221027
2022-10-27 22:18:27.890401+00:00,david watch,basement_pi,-85,basement-david-20221027
2022-10-27 22:18:28.131787+00:00,david phone,basement_pi,-89,basement-david-20221027
2022-10-27 22:18:28.371429+00:00,aysylu phone,basement_pi,-98,basement-david-20221027
2022-10-27 22:18:29.737216+00:00,aysylu phone,bedroom_blinds,-94,basement-david-20221027
2022-10-27 22:18:30.125414+00:00,david phone,bedroom_blinds,-85,basement-david-20221027
2022-10-27 22:18:30.353324+00:00,david phone,living_room_blinds,-68,basement-david-20221027
2022-10-27 22:18:30.369968+00:00,david phone,basement_beacon,-62,basement-david-20221027
2022-10-27 22:18:30.433142+00:00,david watch,basement_beacon,-66,basement-david-20221027
2022-10-27 22:18:31.682359+00:00,aysylu phone,bedroom_blinds,-94,basement-david-20221027
2022-10-27 22:18:32.308632+00:00,david watch,bedroom_blinds,-81,basement-david-20221027
2022-10-27 22:18:32.992868+00:00,aysylu watch,bedroom_blinds,-89,basement-david-20221027
2022-10-27 22:18:33.230936+00:00,aysylu watch,basement_beacon,-79,basement-david-20221027
2022-10-27 22:18:33.912203+00:00,aysylu phone,living_room_blinds,-96,basement-david-20221027
2022-10-27 22:18:34.226721+00:00,david phone,living_room_blinds,-66,basement-david-20221027
2022-10-27 22:18:34.232646+00:00,david watch,bedroom_blinds,-84,basement-david-20221027
2022-10-27 22:18:36.477206+00:00,david watch,basement_beacon,-66,basement-david-20221027
2022-10-27 22:18:37.096972+00:00,aysylu watch,basement_beacon,-77,basement-david-20221027
2022-10-27 22:18:38.664395+00:00,david phone,basement_pi,-89,basement-david-20221027
2022-10-27 22:18:38.695008+00:00,david watch,basement_pi,-85,basement-david-20221027
2022-10-27 22:18:38.885616+00:00,david phone,basement_pi,-89,basement-david-20221027
2022-10-27 22:18:39.043343+00:00,aysylu watch,bedroom_blinds,-90,basement-david-20221027
2022-10-27 22:18:39.098698+00:00,aysylu phone,basement_pi,-98,basement-david-20221027
2022-10-27 22:18:39.406434+00:00,aysylu watch,basement_pi,-92,basement-david-20221027
2022-10-27 22:18:39.836762+00:00,aysylu watch,basement_pi,-92,basement-david-20221027
2022-10-27 22:18:40.986105+00:00,aysylu watch,bedroom_blinds,-88,basement-david-20221027
2022-10-27 22:18:41.288388+00:00,aysylu watch,basement_beacon,-77,basement-david-20221027
2022-10-27 22:18:41.601934+00:00,aysylu phone,bedroom_blinds,-94,basement-david-20221027
2022-10-27 22:18:41.902567+00:00,aysylu phone,basement_beacon,-78,basement-david-20221027
2022-10-27 22:18:42.237359+00:00,david watch,bedroom_blinds,-81,basement-david-20221027
2022-10-27 22:18:43.174739+00:00,aysylu watch,basement_beacon,-78,basement-david-20221027
2022-10-27 22:18:44.157545+00:00,david phone,bedroom_blinds,-82,basement-david-20221027
2022-10-27 22:18:44.192133+00:00,david watch,bedroom_blinds,-82,basement-david-20221027
2022-10-27 22:18:44.456726+00:00,david watch,basement_beacon,-66,basement-david-20221027
2022-10-27 22:18:45.732622+00:00,aysylu phone,basement_beacon,-77,basement-david-20221027
2022-10-27 22:18:46.098000+00:00,david phone,bedroom_blinds,-82,basement-david-20221027
2022-10-27 22:18:47.054184+00:00,aysylu watch,bedroom_blinds,-89,basement-david-20221027
2022-10-27 22:18:48.295942+00:00,david watch,basement_beacon,-63,basement-david-20221027
2022-10-27 22:18:48.298606+00:00,david watch,living_room_blinds,-82,basement-david-20221027
2022-10-27 22:18:49.282688+00:00,aysylu watch,basement_beacon,-78,basement-david-20221027
2022-10-27 22:18:49.639740+00:00,david phone,basement_pi,-89,basement-david-20221027
2022-10-27 22:18:49.659218+00:00,david watch,basement_pi,-85,basement-david-20221027
2022-10-27 22:18:49.781466+00:00,aysylu watch,basement_pi,-92,basement-david-20221027
2022-10-27 22:18:49.918316+00:00,david phone,bedroom_blinds,-85,basement-david-20221027
2022-10-27 22:18:50.132101+00:00,aysylu phone,basement_pi,-98,basement-david-20221027
2022-10-27 22:18:50.208343+00:00,david phone,living_room_blinds,-80,basement-david-20221027
2022-10-27 22:18:50.210084+00:00,david phone,basement_beacon,-64,basement-david-20221027
2022-10-27 22:18:51.219165+00:00,aysylu watch,living_room_blinds,-97,basement-david-20221027
2022-10-27 22:18:51.220730+00:00,aysylu watch,basement_beacon,-79,basement-david-20221027
2022-10-27 22:18:51.538466+00:00,aysylu phone,bedroom_blinds,-90,basement-david-20221027
2022-10-27 22:18:53.483007+00:00,aysylu phone,bedroom_blinds,-89,basement-david-20221027
2022-10-27 22:18:53.709792+00:00,aysylu phone,basement_beacon,-80,basement-david-20221027
2022-10-27 22:18:55.042570+00:00,aysylu watch,bedroom_blinds,-80,basement-david-20221027
2022-10-27 22:18:56.027408+00:00,david phone,living_room_blinds,-72,basement-david-20221027
2022-10-27 22:18:57.259011+00:00,aysylu watch,living_room_blinds,-94,basement-david-20221027
2022-10-27 22:18:57.269075+00:00,aysylu watch,basement_beacon,-81,basement-david-20221027
2022-10-27 22:18:57.574929+00:00,aysylu phone,basement_beacon,-80,basement-david-20221027
2022-10-27 22:18:57.901377+00:00,david phone,bedroom_blinds,-79,basement-david-20221027
2022-10-27 22:18:58.286375+00:00,david watch,bedroom_blinds,-82,basement-david-20221027
2022-10-27 22:18:59.848113+00:00,david phone,bedroom_blinds,-79,basement-david-20221027
2022-10-27 22:19:00.223138+00:00,david watch,bedroom_blinds,-80,basement-david-20221027
2022-10-27 22:19:00.454916+00:00,david watch,basement_beacon,-67,basement-david-20221027
2022-10-27 22:19:00.460340+00:00,david watch,living_room_blinds,-83,basement-david-20221027
2022-10-27 22:19:00.725301+00:00,david watch,basement_pi,-85,basement-david-20221027
2022-10-27 22:19:00.805570+00:00,aysylu watch,basement_pi,-92,basement-david-20221027
2022-10-27 22:19:00.878690+00:00,aysylu phone,basement_pi,-98,basement-david-20221027
2022-10-27 22:19:00.925146+00:00,david phone,basement_pi,-89,basement-david-20221027
2022-10-27 22:19:00.980456+00:00,aysylu phone,basement_pi,-98,basement-david-20221027
2022-10-27 22:19:01.146992+00:00,aysylu watch,basement_beacon,-79,basement-david-20221027
2022-10-27 22:19:01.765302+00:00,david phone,bedroom_blinds,-79,basement-david-20221027
2022-10-27 22:19:02.391487+00:00,david watch,basement_beacon,-65,basement-david-20221027
2022-10-27 22:19:02.420253+00:00,david watch,living_room_blinds,-73,basement-david-20221027
2022-10-27 22:19:03.025165+00:00,aysylu watch,bedroom_blinds,-89,basement-david-20221027
2022-10-27 22:19:04.324460+00:00,david watch,bedroom_blinds,-82,basement-david-20221027
2022-10-27 22:19:04.968187+00:00,aysylu watch,bedroom_blinds,-90,basement-david-20221027
2022-10-27 22:19:05.566522+00:00,aysylu phone,basement_beacon,-77,basement-david-20221027
2022-10-27 22:19:05.602455+00:00,david phone,bedroom_blinds,-80,basement-david-20221027
2022-10-27 22:19:06.898031+00:00,aysylu watch,basement_beacon,-80,basement-david-20221027
2022-10-27 22:19:07.837506+00:00,david phone,basement_beacon,-62,basement-david-20221027
2022-10-27 22:19:07.844355+00:00,david phone,living_room_blinds,-83,basement-david-20221027
2022-10-27 22:19:08.435872+00:00,david watch,living_room_blinds,-83,basement-david-20221027
2022-10-27 22:19:08.439045+00:00,david watch,basement_beacon,-64,basement-david-20221027
2022-10-27 22:19:11.334572+00:00,aysylu phone,bedroom_blinds,-91,basement-david-20221027
2022-10-27 22:19:11.400298+00:00,aysylu phone,basement_beacon,-79,basement-david-20221027
2022-10-27 22:19:11.667007+00:00,david phone,basement_pi,-89,basement-david-20221027
2022-10-27 22:19:11.719796+00:00,david watch,basement_pi,-85,basement-david-20221027
2022-10-27 22:19:11.884460+00:00,aysylu phone,basement_pi,-98,basement-david-20221027
2022-10-27 22:19:12.317605+00:00,david watch,living_room_blinds,-73,basement-david-20221027
2022-10-27 22:19:12.331022+00:00,david watch,basement_beacon,-65,basement-david-20221027
2022-10-27 22:19:12.614060+00:00,aysylu watch,basement_pi,-92,basement-david-20221027
2022-10-27 22:19:12.645241+00:00,aysylu watch,basement_beacon,-76,basement-david-20221027
2022-10-27 22:19:13.648424+00:00,david phone,bedroom_blinds,-80,basement-david-20221027
2022-10-27 22:19:13.950435+00:00,david watch,bedroom_blinds,-82,basement-david-20221027
2022-10-27 22:19:14.562502+00:00,aysylu watch,bedroom_blinds,-85,basement-david-20221027
2022-10-27 22:19:16.140032+00:00,david watch,basement_beacon,-66,basement-david-20221027
2022-10-27 22:19:16.145489+00:00,david watch,living_room_blinds,-84,basement-david-20221027
2022-10-27 22:19:16.519501+00:00,aysylu watch,bedroom_blinds,-87,basement-david-20221027
