time,device,source,rssi,tag
2022-10-27 20:33:18.261325+00:00,david watch,bedroom_blinds,-87,main-floor-david-20221027
2022-10-27 20:33:20.011284+00:00,aysylu phone,basement_beacon,-80,main-floor-david-20221027
2022-10-27 20:33:20.080893+00:00,aysylu watch,living_room_blinds,-90,main-floor-david-20221027
2022-10-27 20:33:20.514743+00:00,david phone,bedroom_blinds,-75,main-floor-david-20221027
2022-10-27 20:33:21.311874+00:00,david watch,basement_beacon,-76,main-floor-david-20221027
2022-10-27 20:33:21.316129+00:00,david watch,living_room_blinds,-70,main-floor-david-20221027
2022-10-27 20:33:21.934147+00:00,aysylu phone,basement_beacon,-79,main-floor-david-20221027
2022-10-27 20:33:22.124172+00:00,david watch,bedroom_blinds,-79,main-floor-david-20221027
2022-10-27 20:33:22.434935+00:00,david phone,bedroom_blinds,-77,main-floor-david-20221027
2022-10-27 20:33:22.756374+00:00,aysylu phone,bedroom_blinds,-83,main-floor-david-20221027
2022-10-27 20:33:23.568252+00:00,david phone,living_room_blinds,-76,main-floor-david-20221027
2022-10-27 20:33:23.872340+00:00,david phone,basement_beacon,-74,main-floor-david-20221027
2022-10-27 20:33:24.373847+00:00,david phone,bedroom_blinds,-78,main-floor-david-20221027
2022-10-27 20:33:24.531260+00:00,david phone,living_room_blinds,-68,main-floor-david-20221027
2022-10-27 20:33:24.620807+00:00,david phone,basement_pi,-77,main-floor-david-20221027
2022-10-27 20:33:24.672190+00:00,aysylu phone,basement_pi,-93,main-floor-david-20221027
2022-10-27 20:33:24.684017+00:00,david phone,bedroom_blinds,-86,main-floor-david-20221027
2022-10-27 20:33:24.689859+00:00,david phone,basement_beacon,-78,main-floor-david-20221027
2022-10-27 20:33:24.865504+00:00,david watch,basement_pi,-82,main-floor-david-20221027
2022-10-27 20:33:24.987256+00:00,david phone,bedroom_blinds,-72,main-floor-david-20221027
2022-10-27 20:33:24.996969+00:00,david phone,basement_beacon,-85,main-floor-david-20221027
2022-10-27 20:33:25.006908+00:00,aysylu watch,basement_beacon,-88,main-floor-david-20221027
2022-10-27 20:33:25.019605+00:00,aysylu watch,bedroom_blinds,-83,main-floor-david-20221027
2022-10-27 20:33:25.146485+00:00,david phone,living_room_blinds,-70,main-floor-david-20221027
2022-10-27 20:33:25.319838+00:00,david phone,bedroom_blinds,-82,main-floor-david-20221027
2022-10-27 20:33:25.611825+00:00,david phone,basement_beacon,-74,main-floor-david-20221027
2022-10-27 20:33:25.810981+00:00,aysylu phone,living_room_blinds,-92,main-floor-david-20221027
2022-10-27 20:33:26.156083+00:00,aysylu watch,basement_pi,-90,main-floor-david-20221027
2022-10-27 20:33:26.262605+00:00,david watch,basement_beacon,-78,main-floor-david-20221027
2022-10-27 20:33:27.246936+00:00,aysylu watch,bedroom_blinds,-85,main-floor-david-20221027
2022-10-27 20:33:27.258148+00:00,david phone,bedroom_blinds,-75,main-floor-david-20221027
2022-10-27 20:33:27.756869+00:00,aysylu watch,basement_pi,-90,main-floor-david-20221027
